customer_id,name,email,signup_date,country,marketing_source
10439,Christopher Mcbride,fordallison@example.org,2026-03-12,UK,Email Campaign
10440,Eric Munoz,richard87@example.org,2026-03-12,Japan,Facebook Ads
10441,Ian Lopez,tyler79@example.com,2026-03-12,China,Referral
10442,Hannah Smith,jessicaturner@example.org,2026-03-12,Germany,Referral
10443,Jeremy Jackson,reesejennifer@example.net,2026-03-12,UK,Instagram
10444,Karen Soto,jack83@example.com,2026-03-12,India,Email Campaign
10445,Christine Nelson,jonathanblake@example.com,2026-03-12,Canada,Facebook Ads
10446,Lauren Reyes,bsnow@example.net,2026-03-12,UK,Instagram
10447,Derek Green,bookerbrian@example.com,2026-03-12,Japan,Email Campaign
10448,Christina Thompson,brooksheather@example.com,2026-03-12,UK,Google Ads
10449,Kristy Murphy,zgarcia@example.net,2026-03-12,India,Google Ads
10450,Eric Chen,abbottjack@example.com,2026-03-12,India,Facebook Ads
10451,Donna Simmons,lucasking@example.net,2026-03-12,Japan,Email Campaign
10452,Sarah Riley,jasonblack@example.com,2026-03-12,Canada,Referral
10453,Omar Martinez,charles54@example.com,2026-03-12,Canada,Google Ads
10454,Timothy Gay,williamsjohn@example.com,2026-03-12,Japan,Organic
10455,Sharon Davis,parrishjuan@example.org,2026-03-12,Germany,Google Ads
10456,Sarah Carlson,xgilbert@example.net,2026-03-12,Canada,Referral
10457,Lauren Lee,vwilliamson@example.net,2026-03-12,India,Referral
10458,Carolyn Hernandez,patriciawhitehead@example.net,2026-03-12,India,Referral
10459,Gregory White,melinda18@example.net,2026-03-12,China,Organic
10460,Patrick Bradford,michellelee@example.net,2026-03-12,UK,Google Ads
10461,Heather Neal,aharris@example.net,2026-03-12,UK,Referral
10462,Frank Anderson,jimmymullins@example.org,2026-03-12,Germany,Organic
10463,Terri Rios,boyerdillon@example.com,2026-03-12,Germany,Organic
10464,Donna Snyder,maryshields@example.org,2026-03-12,USA,Google Ads
