customer_id,name,email,signup_date,country,marketing_source
10439,Marcus Rojas,adrian80@example.net,2026-03-12,UK,Instagram
10440,Chad Black,glennsmith@example.org,2026-03-12,Germany,Google Ads
10441,Rhonda Brooks,aclark@example.com,2026-03-12,Japan,Organic
10442,Mrs. Rebecca Adams,sarahcastillo@example.com,2026-03-12,India,Instagram
10443,Alejandro Klein,vincent67@example.net,2026-03-12,UK,Email Campaign
10444,Jeremiah Medina,dawnjordan@example.com,2026-03-12,India,Organic
10445,Alexander Klein,elizabethrowland@example.com,2026-03-12,India,Instagram
10446,Christopher Bennett,rhale@example.net,2026-03-12,India,Email Campaign
10447,Bryan Shaw,stanley33@example.net,2026-03-12,USA,Facebook Ads
10448,Joseph Reed,spencejames@example.com,2026-03-12,India,Facebook Ads
10449,John Chang,brittanycastro@example.net,2026-03-12,USA,Referral
10450,Angela Farley,leeglenda@example.net,2026-03-12,India,Google Ads
10451,Shannon Wells,karenbailey@example.org,2026-03-12,UK,Google Ads
10452,Tyler Schultz,dakotaharding@example.org,2026-03-12,India,Google Ads
10453,Betty Stephens,michael72@example.org,2026-03-12,Canada,Referral
10454,Larry Davis,awilliams@example.com,2026-03-12,Canada,Email Campaign
10455,Stephanie Fuentes,nicholas14@example.com,2026-03-12,Japan,Facebook Ads
10456,Stephanie Jenkins,glassaaron@example.net,2026-03-12,Japan,Organic
10457,Sonia Bailey,jeffreyjensen@example.org,2026-03-12,Germany,Facebook Ads
10458,Taylor Tran,zrobertson@example.org,2026-03-12,India,Google Ads
10459,Timothy Johnson,edwardharmon@example.net,2026-03-12,India,Email Campaign
10460,Mrs. Amy Anthony,davisantonio@example.org,2026-03-12,Japan,Organic
10461,Tyler Hicks,glennmunoz@example.net,2026-03-12,India,Google Ads
10462,Diana Garrett,garretterica@example.com,2026-03-12,India,Email Campaign
10463,Tracy Neal,katiemills@example.com,2026-03-12,Germany,Google Ads
10464,Natasha Thompson,vperry@example.net,2026-03-12,UK,Referral
10465,Kristen Hernandez,pgonzalez@example.org,2026-03-12,Germany,Organic
