customer_id,name,email,signup_date,country,marketing_source
10439,John Coleman,christinelong@example.com,2026-03-12,Japan,Instagram
10440,Sarah Stanley,reesechristopher@example.com,2026-03-12,UK,Email Campaign
10441,Patrick Moore,jesserodgers@example.org,2026-03-12,India,Google Ads
10442,Steven Lee,jessicamyers@example.org,2026-03-12,USA,Organic
10443,Emily Schroeder,alexander17@example.org,2026-03-12,UK,Google Ads
10444,Alicia Smith,cassiejones@example.org,2026-03-12,India,Referral
10445,Bruce Reed,morrisadam@example.org,2026-03-12,Japan,Organic
10446,David Smith,mariarobinson@example.com,2026-03-12,UK,Instagram
10447,Darrell Ward,tgibson@example.org,2026-03-12,Canada,Email Campaign
10448,Lisa Reed MD,lkidd@example.net,2026-03-12,India,Google Ads
10449,Jacqueline Gomez,michaelboyle@example.net,2026-03-12,UK,Facebook Ads
10450,Jose Welch,turnercarolyn@example.com,2026-03-12,UK,Email Campaign
10451,Jesse Johnson,ambermiller@example.org,2026-03-12,UK,Google Ads
10452,Jeffery Brown,raykimberly@example.com,2026-03-12,USA,Referral
10453,Amy Anderson,johnstondanielle@example.org,2026-03-12,India,Google Ads
10454,Kimberly Frost,meghan00@example.com,2026-03-12,UK,Organic
10455,Sarah Bowman,tsmith@example.com,2026-03-12,China,Google Ads
10456,Tim Gonzalez,cwood@example.org,2026-03-12,UK,Referral
10457,Loretta Hale,benjamin76@example.org,2026-03-12,USA,Facebook Ads
10458,Russell Gomez,idunn@example.org,2026-03-12,China,Email Campaign
10459,Jose Martin,kyleglenn@example.com,2026-03-12,India,Google Ads
10460,Richard Fisher,betty16@example.com,2026-03-12,Germany,Email Campaign
10461,Mr. Mike Blackwell,jonathanfuentes@example.net,2026-03-12,USA,Organic
10462,Christian Stanley,nwalls@example.com,2026-03-12,Germany,Google Ads
10463,Jerry Allen,bday@example.net,2026-03-12,Germany,Email Campaign
10464,Nicole Wolfe,benjamin24@example.org,2026-03-12,Canada,Referral
10465,Andrew Rodriguez,christinabrown@example.net,2026-03-12,Germany,Facebook Ads
10466,Thomas Willis,longpatrick@example.com,2026-03-12,USA,Email Campaign
10467,Matthew Sullivan,dbond@example.net,2026-03-12,Japan,Organic
