customer_id,name,email,signup_date,country,marketing_source
10439,Robin Jones,ronald91@example.org,2026-03-12,UK,Instagram
10440,Mark Brown,chadtaylor@example.org,2026-03-12,Germany,Facebook Ads
10441,Penny Williams,higginskristen@example.org,2026-03-12,India,Organic
10442,Karen Lawrence,millermichelle@example.net,2026-03-12,Germany,Organic
10443,Barbara Rodgers,davidleon@example.net,2026-03-12,Germany,Facebook Ads
10444,Juan Stewart,michelleswanson@example.net,2026-03-12,USA,Email Campaign
10445,Sandy Houston,glindsey@example.com,2026-03-12,China,Google Ads
10446,Herbert Gonzales,lesterryan@example.com,2026-03-12,Japan,Referral
10447,James Johnson,jefferypeterson@example.com,2026-03-12,Canada,Referral
10448,Ryan Harrington,vargaschristine@example.org,2026-03-12,Canada,Referral
10449,Jacqueline Foster,michael73@example.net,2026-03-12,India,Email Campaign
10450,Joseph Williams,josephcurry@example.org,2026-03-12,Canada,Facebook Ads
10451,Lindsey Melton,wporter@example.org,2026-03-12,China,Instagram
10452,Brandy Mosley,madeline09@example.org,2026-03-12,China,Referral
10453,Frank Baker,racheladams@example.net,2026-03-12,UK,Email Campaign
10454,Mr. Ernest King DDS,xklein@example.net,2026-03-12,UK,Facebook Ads
10455,Kevin Moore,jenniferwest@example.com,2026-03-12,UK,Referral
10456,Sheri Knapp,robbinscynthia@example.org,2026-03-12,UK,Email Campaign
10457,Joanna Ellison,lawrencebrent@example.org,2026-03-12,UK,Organic
10458,Angela Knight,stanleyashley@example.org,2026-03-12,Germany,Referral
10459,Gregory Collier,torresjennifer@example.com,2026-03-12,Japan,Organic
10460,Sean Bentley,lorijimenez@example.net,2026-03-12,Germany,Referral
10461,Alexis James,idavid@example.net,2026-03-12,UK,Organic
10462,Michael Smith,lschwartz@example.net,2026-03-12,Canada,Instagram
10463,Kelly Buck,stephaniereese@example.com,2026-03-12,UK,Facebook Ads
10464,Ryan Lambert,beckerlauren@example.com,2026-03-12,UK,Google Ads
10465,Brian Lawrence,zhopkins@example.org,2026-03-12,China,Facebook Ads
10466,Donna Taylor,brent49@example.org,2026-03-12,India,Organic
10467,Charlotte Hughes,johnsonshane@example.org,2026-03-12,Japan,Email Campaign
10468,Stephanie Haynes,egillespie@example.org,2026-03-12,China,Instagram
10469,Katherine Farmer,tasha58@example.com,2026-03-12,Germany,Email Campaign
10470,Aaron Walker,thomasevans@example.com,2026-03-12,India,Facebook Ads
10471,Morgan Lindsey,teresaklein@example.net,2026-03-12,India,Referral
10472,Maurice Mcconnell,adriana50@example.org,2026-03-12,UK,Instagram
10473,Christine Knapp,zwagner@example.org,2026-03-12,China,Referral
10474,Andrew Daniels,courtneycalderon@example.com,2026-03-12,USA,Organic
10475,James Kelly,gomezandrea@example.net,2026-03-12,Canada,Organic
10476,Diana Garrison,stucker@example.com,2026-03-12,China,Facebook Ads
10477,Patricia Brennan,smithkelli@example.net,2026-03-12,UK,Organic
10478,Kelly Luna,samuel08@example.org,2026-03-12,Canada,Facebook Ads
10479,Sharon Walsh,washingtonwilliam@example.org,2026-03-12,Japan,Instagram
10480,Andrea Hicks,james06@example.org,2026-03-12,UK,Instagram
